customer_id,gender,age,age_group,occupation,married,customer_segment,credit_sco,balance,monthly_ir,tenure_ye,nums_card,nums_service,active_member,digital_behavior,engagement_score,engagement_category,is_highly_engaged,loyalty_level,customer_value,risk_score,risk_segment,current_churn_risk,exit,churn_status,customer_region
11865,Male,43,36-45,Small Business Owner,1,Priority,746,283255983,187000000,0,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.1602,Low,High Risk,0,Active,South East
11866,Female,48,46-55,Small Business Owner,1,Priority,693,68927767,87000000,1,1,2,0,offline,10,Low,0,Bronze,Low Value,0.2343,Low,High Risk,0,Active,West Midlands
11867,Male,48,46-55,Small Business Owner,1,Priority,717,439864637,101000000,3,4,8,0,offline,42,High,1,Silver,High Value,0.1299,Low,High Risk,0,Active,West Midlands
11868,Female,27,26-35,Engineer / IT Professional,1,Affluent,675,33420719,57000000,3,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2235,Low,High Risk,0,Active,South East
11869,Female,41,36-45,Business / Sales,1,Emerging,626,22022474,22000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3835,Low,High Risk,0,Active,East of England
11870,Female,52,46-55,Teacher / Lecturer,1,Emerging,662,22554674,33000000,0,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.2627,Low,High Risk,0,Active,South East
11871,Male,56,56-65,Small Business Owner,1,Priority,726,280962550,80000000,3,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.1853,Low,High Risk,0,Active,North West
11872,Female,57,56-65,Teacher / Lecturer,1,Emerging,636,17890943,16000000,2,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.338,Low,Already Churned,1,Churned,East of England
11873,Male,48,46-55,Student / Homemaker,2,Mass,624,2652821,5000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4451,Medium,Already Churned,1,Churned,East of England
11874,Female,34,26-35,Engineer / IT Professional,0,Emerging,682,24984698,29000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2745,Low,High Risk,0,Active,North West
11875,Male,45,36-45,Small Business Owner,1,Priority,698,84372967,64000000,0,5,5,1,mobile,75,High,1,Bronze,High Value,0.0843,Low,Medium Risk,0,Active,Other UK Region
11876,Male,70,65+,Teacher / Lecturer,3,Emerging,608,126520471,27000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3454,Low,High Risk,0,Active,South East
11877,Female,53,46-55,Student / Homemaker,1,Mass,615,14128771,6000000,1,1,1,0,offline,7,Low,0,Bronze,Low Value,0.4319,Medium,Already Churned,1,Churned,Other UK Region
11878,Female,43,36-45,Engineer / IT Professional,0,Affluent,655,32116955,45000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.304,Low,High Risk,0,Active,South East
11879,Male,90,65+,Retired,2,Mass,622,23520359,8000000,3,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3897,Low,Already Churned,1,Churned,East of England
11880,Male,49,46-55,Retired,1,Mass,690,19824327,8000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3238,Low,High Risk,0,Active,East Midlands
11881,Female,45,36-45,Student / Homemaker,1,Mass,627,18946228,5000000,3,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.4058,Medium,Already Churned,1,Churned,London
11882,Female,59,56-65,Office Worker / Civil Servant,1,Emerging,670,51750409,19000000,0,1,5,1,mobile,67,High,1,Bronze,High Value,0.1802,Low,Medium Risk,0,Active,North East
11883,Female,33,26-35,Office Worker / Civil Servant,1,Emerging,713,10383970,21000000,1,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2956,Low,Already Churned,1,Churned,Other UK Region
11884,Female,43,36-45,Student / Homemaker,1,Mass,591,7202004,6000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.464,Medium,High Risk,0,Active,South East
11885,Male,45,36-45,Retired,1,Mass,715,8868617,7000000,3,2,4,1,mobile,74,High,1,Gold,Medium Value,0.208,Low,Low Risk,0,Active,South East
11886,Female,29,26-35,Office Worker / Civil Servant,0,Emerging,679,20351721,20000000,0,2,4,1,mobile,72,High,1,Bronze,Medium Value,0.193,Low,Already Churned,1,Churned,South East
11887,Male,50,46-55,Student / Homemaker,1,Mass,695,8519659,5000000,4,1,3,0,offline,14,Low,0,Bronze,Low Value,0.335,Low,High Risk,0,Active,East Midlands
11888,Male,55,46-55,Manager / Executive,2,Affluent,700,64810442,53000000,0,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2155,Low,High Risk,0,Active,South East
11889,Female,40,36-45,Student / Homemaker,1,Mass,704,2150044,6000000,0,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3446,Low,Already Churned,1,Churned,South East
11890,Male,60,56-65,Manual Worker,1,Emerging,708,33689840,18000000,4,3,5,1,mobile,73,High,1,Gold,High Value,0.1574,Low,Low Risk,0,Active,South East
11891,Female,66,65+,Business / Sales,0,Emerging,677,35415517,15000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3408,Low,High Risk,0,Active,South East
11892,Male,69,65+,Small Business Owner,1,Priority,673,121785738,63000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2599,Low,High Risk,0,Active,South West
11893,Male,34,26-35,Manager / Executive,1,Priority,743,223764071,97000000,0,5,4,1,mobile,78,High,1,Bronze,High Value,0.0831,Low,Medium Risk,0,Active,West Midlands
11894,Female,49,46-55,Business / Sales,0,Emerging,686,36979458,21000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2943,Low,High Risk,0,Active,North East
11895,Male,90,65+,Manual Worker,1,Mass,638,14745992,12000000,2,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.3839,Low,High Risk,0,Active,East Midlands
11896,Male,57,56-65,Small Business Owner,1,Priority,688,165917656,118000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2037,Low,High Risk,0,Active,West Midlands
11897,Male,49,46-55,Manager / Executive,0,Priority,764,44643186,71000000,0,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.2075,Low,High Risk,0,Active,South East
11898,Female,65,56-65,Manual Worker,3,Emerging,646,57981899,13000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3699,Low,High Risk,0,Active,South East
11899,Female,51,46-55,Engineer / IT Professional,2,Affluent,637,34422387,49000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3006,Low,High Risk,0,Active,London
11900,Male,34,26-35,Office Worker / Civil Servant,0,Emerging,694,13499617,20000000,0,4,2,1,mobile,66,High,1,Bronze,Medium Value,0.2079,Low,Medium Risk,0,Active,Other UK Region
11901,Female,65,56-65,Accounting / Finance,2,Emerging,635,31274772,21000000,1,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3598,Low,High Risk,0,Active,South East
11902,Female,49,46-55,Manager / Executive,1,Priority,793,83674667,138000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.1874,Low,High Risk,0,Active,East of England
11903,Male,79,65+,Manual Worker,3,Mass,539,17552001,8000000,1,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.4513,Medium,Already Churned,1,Churned,West Midlands
11904,Male,34,26-35,Small Business Owner,1,Priority,662,184107187,110000000,1,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2534,Low,High Risk,0,Active,South East
11905,Male,49,46-55,Engineer / IT Professional,1,Emerging,769,27839206,33000000,0,3,4,1,mobile,66,High,1,Bronze,Medium Value,0.1422,Low,Medium Risk,0,Active,South East
11906,Female,76,65+,Manual Worker,1,Mass,681,6959565,14000000,0,2,5,1,mobile,77,High,1,Bronze,Medium Value,0.2034,Low,Already Churned,1,Churned,South East
11907,Male,51,46-55,Office Worker / Civil Servant,0,Emerging,670,14735579,16000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3564,Low,Already Churned,1,Churned,South East
11908,Male,61,56-65,Manager / Executive,1,Priority,752,181970191,89000000,0,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.1656,Low,High Risk,0,Active,East Midlands
11909,Female,67,65+,Engineer / IT Professional,3,Affluent,659,32797318,47000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2582,Low,High Risk,0,Active,South East
11910,Female,48,46-55,Office Worker / Civil Servant,1,Emerging,664,23833485,24000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3406,Low,High Risk,0,Active,South East
11911,Male,37,36-45,Business / Sales,0,Emerging,633,112679049,26000000,4,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3488,Low,High Risk,0,Active,East of England
11912,Male,63,56-65,Office Worker / Civil Servant,1,Mass,617,25756991,14000000,3,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3941,Low,Already Churned,1,Churned,South East
11913,Male,45,36-45,Retired,1,Emerging,662,16662051,18000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3589,Low,Already Churned,1,Churned,South East
11914,Female,26,26-35,Teacher / Lecturer,1,Emerging,587,15822455,22000000,1,1,4,0,offline,18,Low,0,Bronze,Low Value,0.389,Low,High Risk,0,Active,East Midlands
11915,Female,71,65+,Teacher / Lecturer,1,Emerging,726,11590337,15000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3063,Low,High Risk,0,Active,North West
11916,Male,82,65+,Student / Homemaker,1,Mass,633,16417540,8000000,0,2,2,1,mobile,66,High,1,Bronze,Medium Value,0.2906,Low,Medium Risk,0,Active,South East
11917,Female,39,36-45,Retired,0,Emerging,639,4125131,28000000,0,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3287,Low,High Risk,0,Active,South East
11918,Female,48,46-55,Retired,1,Mass,717,28743076,8000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3343,Low,Already Churned,1,Churned,South East
11919,Female,85,65+,Teacher / Lecturer,1,Emerging,678,57507326,19000000,4,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.301,Low,High Risk,0,Active,South East
11920,Male,77,65+,Accounting / Finance,1,Emerging,678,59987318,20000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3234,Low,High Risk,0,Active,South East
11921,Female,57,56-65,Teacher / Lecturer,1,Emerging,646,25052366,19000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3555,Low,Already Churned,1,Churned,West Midlands
11922,Female,74,65+,Office Worker / Civil Servant,1,Emerging,700,31785919,23000000,0,4,2,1,mobile,74,High,1,Bronze,High Value,0.1856,Low,Medium Risk,0,Active,East of England
11923,Female,45,36-45,Retired,1,Emerging,624,22302941,15000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3744,Low,High Risk,0,Active,South East
11924,Male,31,26-35,Student / Homemaker,1,Mass,735,9715187,14000000,3,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3104,Low,High Risk,0,Active,South East
11925,Female,69,65+,Manual Worker,1,Emerging,620,14980941,17000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3917,Low,Already Churned,1,Churned,South East
11926,Female,47,46-55,Accounting / Finance,1,Emerging,705,28330987,19000000,3,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.3,Low,Already Churned,1,Churned,West Midlands
11927,Female,29,26-35,Student / Homemaker,1,Mass,592,9900130,9000000,1,2,2,1,mobile,68,High,1,Silver,Medium Value,0.3357,Low,Already Churned,1,Churned,South East
11928,Male,40,36-45,Accounting / Finance,0,Emerging,747,22053891,30000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.256,Low,High Risk,0,Active,South East
11929,Female,44,36-45,Student / Homemaker,1,Mass,637,27433143,12000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3524,Low,High Risk,0,Active,South East
11930,Female,46,46-55,Student / Homemaker,1,Mass,638,15199341,10000000,4,1,3,0,offline,14,Low,0,Bronze,Low Value,0.375,Low,High Risk,0,Active,South West
11931,Male,38,36-45,Manager / Executive,1,Affluent,755,21605632,43000000,1,2,7,0,offline,32,Medium,0,Bronze,Medium Value,0.1928,Low,High Risk,0,Active,West Midlands
11932,Female,35,26-35,Retired,2,Emerging,633,14647474,18000000,0,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3895,Low,Already Churned,1,Churned,East of England
11933,Male,28,26-35,Small Business Owner,1,Priority,620,80723734,69000000,4,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3054,Low,High Risk,0,Active,South East
11934,Female,28,26-35,Accounting / Finance,1,Mass,689,5677134,14000000,0,1,3,1,mobile,65,High,1,Bronze,Medium Value,0.2229,Low,Already Churned,1,Churned,South East
11935,Female,47,46-55,Teacher / Lecturer,1,Affluent,708,95405660,35000000,4,3,7,0,offline,35,Medium,0,Silver,High Value,0.1908,Low,High Risk,0,Active,South East
11936,Male,52,46-55,Manual Worker,1,Mass,644,7105482,10000000,1,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3532,Low,High Risk,0,Active,South East
11937,Female,34,26-35,Office Worker / Civil Servant,1,Mass,621,17561139,14000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3573,Low,High Risk,0,Active,West Midlands
11938,Male,74,65+,Teacher / Lecturer,1,Emerging,638,25508270,19000000,3,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3633,Low,High Risk,0,Active,South East
11939,Female,42,36-45,Teacher / Lecturer,1,Emerging,699,56796915,22000000,3,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2866,Low,High Risk,0,Active,South East
11940,Male,46,46-55,Manager / Executive,1,Priority,800,43569301,135000000,2,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.1953,Low,High Risk,0,Active,South West
11941,Male,45,36-45,Teacher / Lecturer,0,Emerging,664,57851450,26000000,3,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2884,Low,High Risk,0,Active,London
11942,Female,27,26-35,Engineer / IT Professional,0,Emerging,647,58814111,20000000,4,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3547,Low,High Risk,0,Active,North West
11943,Male,65,56-65,Manual Worker,3,Mass,692,6305771,9000000,0,2,4,1,mobile,71,High,1,Bronze,Medium Value,0.2161,Low,Medium Risk,0,Active,South East
11944,Female,57,56-65,Manual Worker,1,Mass,676,7944918,9000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3718,Low,Already Churned,1,Churned,South East
11945,Female,75,65+,Accounting / Finance,1,Emerging,726,18209168,28000000,1,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2498,Low,High Risk,0,Active,East of England
11946,Female,73,65+,Engineer / IT Professional,1,Affluent,657,94724127,46000000,1,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.2244,Low,High Risk,0,Active,Other UK Region
11947,Male,55,46-55,Engineer / IT Professional,1,Priority,718,111196044,67000000,1,4,6,1,mobile,90,High,1,Silver,High Value,0.0665,Low,Low Risk,0,Active,South East
11948,Male,58,56-65,Teacher / Lecturer,3,Mass,651,13315982,11000000,0,3,2,1,mobile,60,High,1,Bronze,Medium Value,0.2691,Low,Medium Risk,0,Active,East Midlands
11949,Male,34,26-35,Student / Homemaker,1,Mass,595,3675140,9000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.4621,Medium,Already Churned,1,Churned,South East
11950,Female,42,36-45,Manager / Executive,1,Priority,718,30604783,70000000,1,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2246,Low,High Risk,0,Active,South East
11951,Female,45,36-45,Manual Worker,1,Mass,678,21370144,12000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3519,Low,High Risk,0,Active,North West
11952,Female,40,36-45,Manager / Executive,1,Affluent,611,46463955,40000000,3,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.3285,Low,High Risk,0,Active,Other UK Region
11953,Female,72,65+,Retired,1,Mass,658,19894172,8000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3808,Low,High Risk,0,Active,North East
11954,Female,50,46-55,Manager / Executive,1,Priority,699,232863731,127000000,3,4,5,1,mobile,81,High,1,Gold,High Value,0.0711,Low,Low Risk,0,Active,South East
11955,Female,37,36-45,Engineer / IT Professional,0,Emerging,678,95447808,28000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2768,Low,High Risk,0,Active,North West
11956,Female,71,65+,Retired,1,Emerging,692,46992574,21000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3104,Low,High Risk,0,Active,East of England
11957,Female,50,46-55,Manager / Executive,1,Affluent,697,55745093,43000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2218,Low,High Risk,0,Active,West Midlands
11958,Female,64,56-65,Retired,0,Emerging,708,39487214,19000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.296,Low,High Risk,0,Active,South East
11959,Male,34,26-35,Office Worker / Civil Servant,1,Emerging,638,32072053,22000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.367,Low,Already Churned,1,Churned,South East
11960,Female,52,46-55,Teacher / Lecturer,1,Emerging,688,22814952,24000000,1,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.2546,Low,High Risk,0,Active,South East
11961,Female,36,36-45,Small Business Owner,1,Priority,705,166525778,134000000,4,5,6,1,mobile,92,High,1,Gold,High Value,0.0616,Low,Low Risk,0,Active,North West
11962,Male,51,46-55,Teacher / Lecturer,3,Emerging,682,11777282,16000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3471,Low,High Risk,0,Active,Other UK Region
11963,Female,57,56-65,Manual Worker,0,Mass,617,4465521,9000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3878,Low,High Risk,0,Active,East Midlands
11964,Female,33,26-35,Business / Sales,1,Affluent,666,31202432,35000000,0,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3133,Low,High Risk,0,Active,South East
11965,Female,47,46-55,Accounting / Finance,1,Affluent,634,31882104,36000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3181,Low,High Risk,0,Active,South East
11966,Male,33,26-35,Small Business Owner,1,Priority,789,85315091,69000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2122,Low,High Risk,0,Active,South East
11967,Female,65,56-65,Office Worker / Civil Servant,1,Emerging,613,41239397,22000000,1,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.3515,Low,High Risk,0,Active,South East
11968,Male,48,46-55,Business / Sales,1,Emerging,644,75215708,21000000,4,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3402,Low,High Risk,0,Active,Other UK Region
11969,Male,37,36-45,Teacher / Lecturer,1,Emerging,673,24746005,28000000,0,4,4,1,mobile,74,High,1,Bronze,Medium Value,0.1806,Low,Medium Risk,0,Active,East Midlands
11970,Female,40,36-45,Student / Homemaker,1,Mass,623,8062236,11000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.3832,Low,Already Churned,1,Churned,West Midlands
11971,Female,41,36-45,Small Business Owner,3,Priority,731,672464624,149000000,3,5,6,1,mobile,90,High,1,Gold,High Value,0.0448,Low,Low Risk,0,Active,East of England
11972,Male,74,65+,Accounting / Finance,1,Emerging,680,12407617,17000000,1,3,4,1,mobile,79,High,1,Silver,Medium Value,0.204,Low,Already Churned,1,Churned,West Midlands
11973,Male,46,46-55,Engineer / IT Professional,1,Emerging,718,23764772,33000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2491,Low,High Risk,0,Active,North East
11974,Male,61,56-65,Manager / Executive,1,Priority,798,60865512,90000000,1,5,7,0,offline,41,High,1,Silver,High Value,0.1663,Low,High Risk,0,Active,South West
11975,Male,47,46-55,Office Worker / Civil Servant,0,Emerging,697,55676170,25000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.2953,Low,High Risk,0,Active,South East
11976,Female,34,26-35,Student / Homemaker,1,Mass,586,7573205,8000000,2,1,7,1,mobile,84,High,1,Silver,Medium Value,0.2844,Low,Already Churned,1,Churned,South East
11977,Male,40,36-45,Business / Sales,1,Affluent,683,49202212,48000000,0,2,3,1,mobile,64,High,1,Bronze,High Value,0.1348,Low,Medium Risk,0,Active,East of England
11978,Female,53,46-55,Teacher / Lecturer,2,Affluent,781,36482083,36000000,0,2,4,1,mobile,75,High,1,Bronze,High Value,0.1329,Low,Medium Risk,0,Active,South East
11979,Male,27,26-35,Small Business Owner,1,Priority,732,40910294,109000000,0,4,8,1,mobile,97,High,1,Bronze,High Value,0.0536,Low,Medium Risk,0,Active,Other UK Region
11980,Male,55,46-55,Office Worker / Civil Servant,1,Emerging,610,32842071,21000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3842,Low,Already Churned,1,Churned,South West
11981,Male,38,36-45,Manager / Executive,1,Priority,706,61829397,95000000,1,4,7,0,offline,38,High,1,Silver,High Value,0.1661,Low,High Risk,0,Active,North East
11982,Male,50,46-55,Manual Worker,3,Mass,627,8705763,10000000,0,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3927,Low,High Risk,0,Active,South East
11983,Female,40,36-45,Teacher / Lecturer,1,Emerging,713,13319983,16000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2901,Low,Already Churned,1,Churned,East Midlands
11984,Male,59,56-65,Teacher / Lecturer,1,Emerging,643,36233048,26000000,0,3,6,1,mobile,77,High,1,Bronze,High Value,0.185,Low,Medium Risk,0,Active,South East
11985,Male,48,46-55,Office Worker / Civil Servant,1,Emerging,728,14486905,17000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3246,Low,High Risk,0,Active,South East
11986,Male,58,56-65,Teacher / Lecturer,3,Emerging,650,24633121,24000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3292,Low,High Risk,0,Active,South East
11987,Female,28,26-35,Retired,1,Mass,676,9828455,10000000,0,2,1,1,mobile,53,High,1,Bronze,Medium Value,0.2623,Low,Already Churned,1,Churned,Other UK Region
11988,Male,44,36-45,Office Worker / Civil Servant,1,Emerging,609,8368004,20000000,1,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.3662,Low,Already Churned,1,Churned,North East
11989,Female,38,36-45,Retired,1,Emerging,672,23794905,15000000,4,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3506,Low,High Risk,0,Active,South East
11990,Male,55,46-55,Accounting / Finance,3,Affluent,704,39028099,36000000,1,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.2246,Low,High Risk,0,Active,West Midlands
11991,Female,65,56-65,Student / Homemaker,1,Mass,770,7218777,4000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.334,Low,High Risk,0,Active,South East
11992,Female,64,56-65,Engineer / IT Professional,1,Affluent,710,126038092,55000000,2,2,6,1,mobile,73,High,1,Silver,High Value,0.065,Low,Low Risk,0,Active,East Midlands
11993,Female,76,65+,Business / Sales,1,Mass,597,11904766,14000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4235,Medium,Already Churned,1,Churned,North East
11994,Female,65,56-65,Office Worker / Civil Servant,1,Emerging,698,98713498,30000000,1,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2649,Low,High Risk,0,Active,South East
11995,Male,44,36-45,Retired,0,Mass,617,3426770,6000000,1,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.3845,Low,Already Churned,1,Churned,South East
11996,Female,35,26-35,Student / Homemaker,1,Mass,701,3447872,5000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3534,Low,High Risk,0,Active,South East
11997,Female,29,26-35,Retired,1,Mass,556,3451553,10000000,0,3,2,1,mobile,59,High,1,Bronze,Medium Value,0.3824,Low,Already Churned,1,Churned,South East
11998,Male,35,26-35,Student / Homemaker,0,Mass,663,4654466,10000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3893,Low,Already Churned,1,Churned,South East
11999,Female,28,26-35,Business / Sales,1,Affluent,697,49876113,35000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2642,Low,High Risk,0,Active,South East
12000,Female,32,26-35,Small Business Owner,0,Priority,676,87132411,110000000,3,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.2234,Low,High Risk,0,Active,East of England
12001,Male,51,46-55,Student / Homemaker,1,Mass,708,13915187,13000000,1,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3206,Low,High Risk,0,Active,South East
12002,Male,28,26-35,Student / Homemaker,1,Mass,706,1816046,3000000,0,4,4,1,mobile,82,High,1,Bronze,Medium Value,0.2351,Low,Medium Risk,0,Active,North East
12003,Female,53,46-55,Retired,2,Mass,691,4273135,6000000,0,3,3,1,mobile,74,High,1,Bronze,Medium Value,0.2403,Low,Medium Risk,0,Active,Other UK Region
12004,Female,40,36-45,Student / Homemaker,0,Mass,611,3213764,11000000,0,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.3812,Low,Already Churned,1,Churned,South East
12005,Female,48,46-55,Manual Worker,1,Mass,614,39640862,12000000,1,3,1,0,offline,13,Low,0,Bronze,Low Value,0.4084,Medium,High Risk,0,Active,South East
12006,Female,49,46-55,Engineer / IT Professional,1,Affluent,786,51633659,52000000,3,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2058,Low,High Risk,0,Active,South East
12007,Female,76,65+,Engineer / IT Professional,1,Affluent,705,17497125,36000000,0,5,1,0,offline,19,Low,0,Bronze,Low Value,0.2843,Low,Already Churned,1,Churned,South East
12008,Female,49,46-55,Office Worker / Civil Servant,0,Emerging,716,6528137,21000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3137,Low,High Risk,0,Active,South East
12009,Male,32,26-35,Manager / Executive,0,Priority,650,84489323,83000000,4,5,7,0,offline,41,High,1,Silver,High Value,0.2123,Low,High Risk,0,Active,London
12010,Male,36,36-45,Teacher / Lecturer,1,Emerging,633,47260845,28000000,2,3,1,1,mobile,56,High,1,Silver,High Value,0.2503,Low,Low Risk,0,Active,South East
12011,Female,49,46-55,Manual Worker,1,Mass,661,12928884,14000000,2,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.3335,Low,High Risk,0,Active,South East
12012,Male,44,36-45,Small Business Owner,1,Affluent,700,29301127,51000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2001,Low,High Risk,0,Active,South East
12013,Female,50,46-55,Retired,3,Emerging,725,22513681,19000000,4,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3028,Low,High Risk,0,Active,South East
12014,Male,54,46-55,Accounting / Finance,0,Emerging,648,57939010,33000000,3,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.2779,Low,High Risk,0,Active,West Midlands
12015,Male,36,36-45,Accounting / Finance,1,Emerging,748,58931885,26000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2772,Low,High Risk,0,Active,South East
12016,Female,54,46-55,Student / Homemaker,1,Mass,635,5124410,3000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.4301,Medium,Already Churned,1,Churned,South West
12017,Male,56,56-65,Engineer / IT Professional,1,Priority,712,95107507,66000000,2,4,7,1,mobile,93,High,1,Silver,High Value,0.0559,Low,Low Risk,0,Active,Other UK Region
12018,Male,50,46-55,Business / Sales,1,Affluent,692,40922199,41000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2346,Low,High Risk,0,Active,East Midlands
12019,Female,84,65+,Teacher / Lecturer,1,Mass,680,10616012,13000000,0,4,3,1,mobile,76,High,1,Bronze,Medium Value,0.2263,Low,Medium Risk,0,Active,West Midlands
12020,Male,29,26-35,Manager / Executive,0,Priority,738,40097222,103000000,0,3,8,0,offline,39,High,1,Bronze,High Value,0.1588,Low,High Risk,0,Active,South East
12021,Male,80,65+,Accounting / Finance,1,Emerging,650,4770829,16000000,0,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3775,Low,High Risk,0,Active,South West
